producto_id,tienda_id,fecha,stock_actual,stock_minimo,stock_seguridad,unidades_vendidas,unidades_recibidas
2833,1,2024-09-15,96,40,16,19,150
2841,1,2024-09-15,496,75,30,1,0
2026,1,2024-09-15,150,40,16,19,0
3069,1,2024-09-15,71,20,8,5,0
2922,1,2024-09-15,366,100,40,34,0
2890,1,2024-09-15,79,40,16,4,150
2593,1,2024-09-15,207,100,40,7,0
2137,1,2024-09-15,200,50,20,2,0
2142,1,2024-09-15,107,75,30,12,50
2092,1,2024-09-15,170,50,20,1,200
2453,1,2024-09-15,259,40,16,7,0
3152,1,2024-09-15,229,50,20,6,0
3248,1,2024-09-15,108,50,20,36,0
2766,1,2024-09-16,211,40,16,0,50
3587,1,2024-09-16,25,40,16,32,50
2656,1,2024-09-16,147,40,16,2,0
2068,1,2024-09-16,115,40,16,25,0
2493,1,2024-09-16,30,50,20,4,0
2731,1,2024-09-16,122,40,16,12,0
2063,1,2024-09-16,251,50,20,6,0
2225,1,2024-09-16,157,50,20,41,100
2153,1,2024-09-16,123,50,20,15,0
3586,1,2024-09-16,67,30,12,4,0
2239,1,2024-09-16,41,50,20,30,150
2363,1,2024-09-16,0,30,12,48,0
3598,1,2024-09-16,244,50,20,47,0
3113,1,2024-09-16,102,30,12,46,0
2771,1,2024-09-16,255,75,30,9,300
3740,1,2024-09-16,0,30,12,6,0
2372,1,2024-09-16,10,30,12,2,0
2723,1,2024-09-16,64,30,12,18,0
3764,1,2024-09-16,105,100,40,0,0
2070,1,2024-09-16,76,40,16,12,0
2042,1,2024-09-16,313,75,30,59,0
2546,1,2024-09-16,266,40,16,3,0
3277,1,2024-09-16,192,40,16,28,0
2311,1,2024-09-16,73,40,16,10,0
2171,1,2024-09-16,187,75,30,5,150
2525,1,2024-09-16,52,20,8,1,0
3662,1,2024-09-16,167,40,16,4,0
2440,1,2024-09-16,0,30,12,6,0
2495,1,2024-09-16,243,50,20,2,0
3430,1,2024-09-16,96,30,12,8,0
2606,1,2024-09-16,92,30,12,5,150
3724,1,2024-09-16,149,40,16,8,0
2538,1,2024-09-16,133,40,16,8,0
2060,1,2024-09-16,299,75,30,11,0
2214,1,2024-09-16,11,50,20,10,0
2802,1,2024-09-16,331,75,30,27,0
2696,1,2024-09-16,231,75,30,12,0
3717,1,2024-09-16,88,20,8,7,100
3513,1,2024-09-16,214,75,30,5,0
2195,1,2024-09-16,24,20,8,13,0
3085,1,2024-09-16,0,40,16,0,0
3532,1,2024-09-16,99,50,20,7,0
2150,1,2024-09-16,78,30,12,8,0
3795,1,2024-09-16,94,30,12,2,0
3293,1,2024-09-16,80,20,8,3,0
2777,1,2024-09-16,158,40,16,44,0
3261,1,2024-09-16,246,50,20,13,100
3554,1,2024-09-16,103,75,30,4,0
3603,1,2024-09-16,149,40,16,29,100
3640,1,2024-09-16,239,75,30,33,0
3457,1,2024-09-16,108,30,12,54,0
2387,1,2024-09-16,79,75,30,45,200
3218,1,2024-09-16,137,40,16,0,0
2338,1,2024-09-16,4,30,12,13,0
2545,1,2024-09-16,77,50,20,9,0
2065,1,2024-09-16,255,50,20,7,0
2785,1,2024-09-16,62,40,16,2,0
2340,1,2024-09-16,155,30,12,45,0
2909,1,2024-09-16,195,50,20,8,0
2080,1,2024-09-16,24,30,12,15,0
3463,1,2024-09-16,73,50,20,19,0
2957,1,2024-09-16,108,40,16,14,0
3758,1,2024-09-16,56,20,8,12,0
3188,1,2024-09-16,40,30,12,0,0
3687,1,2024-09-16,58,40,16,12,150
3056,1,2024-09-16,191,50,20,2,0
2528,1,2024-09-16,75,20,8,5,0
2093,1,2024-09-16,10,75,30,0,0
3366,1,2024-09-16,77,40,16,27,0
3487,1,2024-09-16,132,30,12,10,0
2326,1,2024-09-16,86,40,16,13,0
2719,1,2024-09-16,95,30,12,1,0
3619,1,2024-09-16,112,30,12,25,0
2206,1,2024-09-16,86,50,20,19,50
2327,1,2024-09-16,0,40,16,26,0
2689,1,2024-09-16,175,75,30,18,0
3480,1,2024-09-16,35,20,8,5,0
2272,1,2024-09-16,228,40,16,6,0
3251,1,2024-09-16,297,50,20,4,0
3747,1,2024-09-16,105,30,12,32,0
2552,1,2024-09-16,86,30,12,0,300
2797,1,2024-09-16,169,30,12,0,0
2083,1,2024-09-16,65,40,16,7,0
2054,1,2024-09-16,54,30,12,4,0
3768,1,2024-09-16,155,40,16,1,200
3216,1,2024-09-16,135,40,16,4,0
2132,1,2024-09-16,42,20,8,16,0
2998,1,2024-09-16,0,30,12,12,0
3253,1,2024-09-16,93,30,12,30,0
2458,1,2024-09-16,314,100,40,2,150
2919,1,2024-09-16,251,40,16,5,0
3204,1,2024-09-16,25,30,12,14,0
2942,1,2024-09-16,55,50,20,19,0
3075,1,2024-09-16,21,30,12,11,0
2576,1,2024-09-16,183,50,20,5,0
2392,1,2024-09-16,197,40,16,6,0
3660,1,2024-09-16,177,75,30,2,0
2794,1,2024-09-16,56,30,12,6,0
3436,1,2024-09-16,13,30,12,19,0
3055,1,2024-09-16,72,20,8,14,300
2075,1,2024-09-16,0,30,12,6,0
3178,1,2024-09-16,221,40,16,2,0
2039,1,2024-09-16,138,40,16,0,0
2773,1,2024-09-16,0,100,40,8,0
3823,1,2024-09-16,109,30,12,7,0
2345,1,2024-09-16,54,20,8,1,0
2753,1,2024-09-16,74,40,16,16,0
2776,1,2024-09-16,71,30,12,12,0
2518,1,2024-09-16,362,75,30,7,0
2717,1,2024-09-16,233,75,30,17,0
2510,1,2024-09-16,119,50,20,32,300
2403,1,2024-09-16,82,30,12,10,0
2045,1,2024-09-16,497,100,40,17,0
3748,1,2024-09-16,98,30,12,4,0
2265,1,2024-09-16,65,20,8,5,150
3771,1,2024-09-16,46,20,8,2,0
2428,1,2024-09-16,189,50,20,35,0
2904,1,2024-09-16,226,50,20,24,0
2789,1,2024-09-16,69,40,16,7,0
3803,1,2024-09-16,174,40,16,1,0
2305,1,2024-09-16,127,30,12,35,0
3282,1,2024-09-16,62,20,8,0,0
3005,1,2024-09-16,36,20,8,5,0
2605,1,2024-09-16,78,30,12,13,0
2077,1,2024-09-16,48,30,12,19,0
2001,1,2024-09-16,71,30,12,5,0
2479,1,2024-09-16,224,50,20,16,0
3596,1,2024-09-16,146,40,16,1,50
3409,1,2024-09-16,96,30,12,0,0
2107,1,2024-09-16,148,50,20,19,0
2125,1,2024-09-16,71,40,16,5,0
3597,1,2024-09-16,80,40,16,23,0
2670,1,2024-09-16,144,50,20,10,0
2530,1,2024-09-16,34,30,12,49,0
2233,1,2024-09-16,58,30,12,65,0
3776,1,2024-09-16,93,50,20,14,0
3033,1,2024-09-16,167,50,20,20,0
2177,1,2024-09-16,52,50,20,4,150
3420,1,2024-09-16,0,50,20,4,0
2288,1,2024-09-16,143,40,16,19,0
2155,1,2024-09-16,271,100,40,5,0
3514,1,2024-09-16,408,75,30,1,0
3616,1,2024-09-16,108,40,16,38,0
2508,1,2024-09-16,94,40,16,1,0
2127,1,2024-09-16,84,40,16,2,0
3788,1,2024-09-16,54,40,16,45,0
2213,1,2024-09-16,116,40,16,7,0
3386,1,2024-09-16,27,20,8,7,50
3654,1,2024-09-16,79,40,16,4,0
2216,1,2024-09-16,296,100,40,9,0
3839,1,2024-09-16,64,20,8,17,0
2020,1,2024-09-16,61,30,12,27,0
3300,1,2024-09-16,184,30,12,53,200
2688,1,2024-09-16,54,20,8,17,0
2847,1,2024-09-16,392,100,40,37,0
2341,1,2024-09-16,101,20,8,7,0
2762,1,2024-09-16,148,75,30,19,0
3262,1,2024-09-16,118,50,20,10,0
3649,1,2024-09-16,45,100,40,12,0
3577,1,2024-09-16,180,40,16,31,300
2844,1,2024-09-16,158,50,20,0,0
3571,1,2024-09-16,419,100,40,2,0
2943,1,2024-09-16,110,30,12,13,0
2024,1,2024-09-16,85,20,8,9,0
3841,1,2024-09-16,125,75,30,2,50
3613,1,2024-09-16,75,40,16,7,0
2939,1,2024-09-16,105,40,16,24,0
3020,1,2024-09-16,91,30,12,8,0
3280,1,2024-09-16,162,30,12,7,0
2729,1,2024-09-16,128,50,20,1,0
3706,1,2024-09-16,194,40,16,0,0
3702,1,2024-09-16,164,40,16,3,0
2422,1,2024-09-16,21,20,8,6,0
3250,1,2024-09-16,208,50,20,4,0
2558,1,2024-09-16,78,40,16,16,200
2330,1,2024-09-16,95,20,8,23,200
2598,1,2024-09-16,171,40,16,10,0
2934,1,2024-09-16,98,20,8,2,0
2744,1,2024-09-16,54,75,30,41,0
2413,1,2024-09-16,126,40,16,1,0
2966,1,2024-09-16,123,50,20,1,0
3838,1,2024-09-16,199,40,16,7,0
2743,1,2024-09-16,310,75,30,24,0
2780,1,2024-09-16,169,50,20,23,0
2676,1,2024-09-16,227,100,40,6,0
3629,1,2024-09-16,141,40,16,4,0
3107,1,2024-09-16,230,75,30,3,0
2526,1,2024-09-16,144,50,20,21,0
3110,1,2024-09-16,147,75,30,18,0
2742,1,2024-09-16,58,20,8,3,0
3162,1,2024-09-16,267,50,20,5,0
3560,1,2024-09-16,102,30,12,8,300
2201,1,2024-09-16,64,40,16,27,0
2514,1,2024-09-16,35,20,8,22,0
2022,1,2024-09-16,59,30,12,1,0
2768,1,2024-09-16,43,100,40,14,0
3550,1,2024-09-16,152,40,16,1,0
3515,1,2024-09-16,139,40,16,19,0
2241,1,2024-09-16,182,50,20,29,0
2160,1,2024-09-16,145,50,20,9,0
3086,1,2024-09-16,189,40,16,2,0
3600,1,2024-09-16,69,50,20,25,150
2561,1,2024-09-16,80,30,12,24,0
2913,1,2024-09-16,58,20,8,9,0
2141,1,2024-09-16,58,30,12,0,50
3622,1,2024-09-16,170,50,20,4,150
2085,1,2024-09-16,280,50,20,47,0
2550,1,2024-09-16,159,40,16,0,0
2834,1,2024-09-16,53,20,8,16,0
3488,1,2024-09-16,98,40,16,12,0
2757,1,2024-09-16,135,30,12,9,300
2611,1,2024-09-16,65,30,12,46,0
3553,1,2024-09-16,255,50,20,31,0
3382,1,2024-09-16,168,50,20,6,100
3105,1,2024-09-16,138,75,30,20,0
2940,1,2024-09-16,131,40,16,2,0
3139,1,2024-09-16,202,50,20,23,0
3071,1,2024-09-16,239,50,20,20,0
3333,1,2024-09-16,323,100,40,13,0
3572,1,2024-09-16,101,30,12,0,0
2228,1,2024-09-16,134,30,12,1,0
2033,1,2024-09-16,209,100,40,5,0
3421,1,2024-09-16,69,20,8,27,0
2396,1,2024-09-16,331,75,30,9,50
2788,1,2024-09-16,131,40,16,2,0
2207,1,2024-09-16,0,40,16,23,0
2809,1,2024-09-16,89,20,8,53,0
2623,1,2024-09-16,21,40,16,28,0
2028,1,2024-09-16,62,20,8,4,0
2170,1,2024-09-16,66,30,12,2,0
3719,1,2024-09-16,187,50,20,21,200
3461,1,2024-09-16,69,50,20,16,200
2103,1,2024-09-16,229,100,40,4,0
2573,1,2024-09-16,55,40,16,10,0
2192,1,2024-09-16,149,40,16,1,0
3509,1,2024-09-16,179,50,20,32,0
3521,1,2024-09-16,393,75,30,18,0
2725,1,2024-09-16,203,50,20,10,0
2157,1,2024-09-16,222,50,20,3,0
2309,1,2024-09-16,82,20,8,21,0
3504,1,2024-09-16,144,50,20,7,0
2679,1,2024-09-16,171,40,16,29,100
2188,1,2024-09-16,41,30,12,27,0
2721,1,2024-09-16,126,50,20,18,0
3242,1,2024-09-16,95,30,12,10,0
3537,1,2024-09-16,129,50,20,11,0
3637,1,2024-09-16,45,20,8,32,0
3791,1,2024-09-16,21,30,12,20,0
2799,1,2024-09-16,212,50,20,4,0
2324,1,2024-09-16,111,40,16,12,0
2284,1,2024-09-16,93,20,8,2,0
3531,1,2024-09-16,210,40,16,25,0
2984,1,2024-09-16,124,30,12,15,0
2196,1,2024-09-16,96,20,8,3,0
2101,1,2024-09-16,272,75,30,6,200
3459,1,2024-09-16,46,50,20,5,0
3414,1,2024-09-16,129,50,20,4,0
3316,1,2024-09-16,61,30,12,3,0
3655,1,2024-09-16,71,30,12,4,0
2908,1,2024-09-16,183,50,20,2,0
2874,1,2024-09-16,246,50,20,46,0
2480,1,2024-09-16,234,50,20,16,0
2997,1,2024-09-16,29,50,20,15,0
2711,1,2024-09-16,17,30,12,5,0
2883,1,2024-09-16,93,30,12,26,0
3025,1,2024-09-16,171,50,20,6,0
2448,1,2024-09-16,120,40,16,23,150
2824,1,2024-09-16,125,50,20,14,0
3168,1,2024-09-16,208,75,30,12,0
3558,1,2024-09-16,50,50,20,6,0
3735,1,2024-09-16,104,20,8,11,0
3525,1,2024-09-16,195,40,16,16,50
3014,1,2024-09-16,182,50,20,18,0
2293,1,2024-09-16,113,30,12,16,0
3019,1,2024-09-16,122,75,30,20,0
3575,1,2024-09-16,44,20,8,0,0
2704,1,2024-09-16,45,40,16,2,0
3501,1,2024-09-16,215,50,20,1,0
2466,1,2024-09-16,85,40,16,3,0
2417,1,2024-09-16,70,50,20,24,0
2751,1,2024-09-16,119,30,12,0,0
2567,1,2024-09-16,103,30,12,4,0
3569,1,2024-09-16,88,20,8,11,0
3784,1,2024-09-16,212,75,30,1,300
3324,1,2024-09-16,135,40,16,3,0
2664,1,2024-09-16,107,20,8,34,0
2702,1,2024-09-16,159,50,20,5,0
2856,1,2024-09-16,29,50,20,11,0
2405,1,2024-09-16,0,20,8,9,0
3578,1,2024-09-16,30,30,12,43,100
3464,1,2024-09-16,189,50,20,4,0
2636,1,2024-09-16,80,20,8,9,0
2590,1,2024-09-16,83,20,8,40,0
2359,1,2024-09-16,120,30,12,35,50
2497,1,2024-09-16,59,30,12,3,0
3639,1,2024-09-16,32,20,8,8,100
3102,1,2024-09-16,102,20,8,4,0
3103,1,2024-09-16,90,50,20,7,0
3715,1,2024-09-16,199,30,12,21,0
2900,1,2024-09-16,39,20,8,8,0
2433,1,2024-09-16,86,30,12,0,100
2684,1,2024-09-16,139,50,20,13,100
2123,1,2024-09-16,92,30,12,10,0
2230,1,2024-09-16,89,40,16,15,0
2690,1,2024-09-16,78,20,8,12,0
2052,1,2024-09-16,50,50,20,14,0
2237,1,2024-09-16,179,30,12,11,0
2926,1,2024-09-16,172,50,20,15,0
2056,1,2024-09-16,148,40,16,34,0
2445,1,2024-09-16,216,50,20,3,0
2124,1,2024-09-16,21,30,12,10,0
2983,1,2024-09-16,47,20,8,10,0
3062,1,2024-09-16,42,20,8,3,0
3221,1,2024-09-16,159,30,12,0,0
2222,1,2024-09-16,337,75,30,31,0
3126,1,2024-09-16,50,40,16,4,0
3278,1,2024-09-16,196,40,16,6,0
2857,1,2024-09-16,151,40,16,6,0
2600,1,2024-09-16,98,50,20,7,0
2718,1,2024-09-16,48,50,20,15,0
3274,1,2024-09-16,194,40,16,20,0
3310,1,2024-09-16,64,30,12,2,0
2442,1,2024-09-16,60,30,12,23,0
3627,1,2024-09-16,85,40,16,5,0
3518,1,2024-09-16,150,30,12,28,0
2994,1,2024-09-16,165,30,12,7,0
2618,1,2024-09-16,81,50,20,1,0
3526,1,2024-09-16,199,50,20,0,0
3016,1,2024-09-16,71,20,8,23,0
2432,1,2024-09-16,218,75,30,5,0
2898,1,2024-09-16,33,30,12,8,0
3027,1,2024-09-16,39,30,12,8,0
2450,1,2024-09-16,142,40,16,12,0
2527,1,2024-09-16,152,50,20,22,0
2905,1,2024-09-16,220,40,16,6,0
3059,1,2024-09-16,110,50,20,11,0
2219,1,2024-09-16,101,30,12,12,0
3040,1,2024-09-16,40,20,8,30,0
2069,1,2024-09-16,167,40,16,3,0
2268,1,2024-09-16,49,50,20,5,100
2310,1,2024-09-16,117,75,30,2,0
2976,1,2024-09-16,45,30,12,6,0
2892,1,2024-09-16,0,30,12,7,0
3385,1,2024-09-16,62,30,12,0,0
2602,1,2024-09-16,81,40,16,3,200
3584,1,2024-09-16,48,20,8,4,0
3111,1,2024-09-16,185,50,20,18,0
2040,1,2024-09-16,66,30,12,1,0
2312,1,2024-09-16,0,40,16,25,0
3692,1,2024-09-16,69,20,8,3,0
2443,1,2024-09-16,90,30,12,22,0
3099,1,2024-09-16,0,20,8,3,0
2726,1,2024-09-16,119,20,8,5,0
3539,1,2024-09-16,0,40,16,13,0
2119,1,2024-09-16,84,30,12,6,0
3721,1,2024-09-16,83,50,20,13,0
3523,1,2024-09-16,77,50,20,16,0
3671,1,2024-09-16,54,30,12,3,0
2006,1,2024-09-16,98,30,12,51,0
3709,1,2024-09-16,343,50,20,22,0
3551,1,2024-09-16,38,30,12,6,50
3100,1,2024-09-16,0,40,16,2,0
2829,1,2024-09-16,457,100,40,17,0
3279,1,2024-09-16,30,40,16,16,0
2468,1,2024-09-16,238,50,20,6,200
3306,1,2024-09-16,136,100,40,21,0
2620,1,2024-09-16,191,75,30,8,150
3131,1,2024-09-16,62,20,8,1,0
3150,1,2024-09-16,89,30,12,14,0
3151,1,2024-09-16,81,20,8,1,0
2303,1,2024-09-16,136,40,16,2,0
3678,1,2024-09-16,76,20,8,10,0
2215,1,2024-09-16,76,30,12,2,0
3202,1,2024-09-16,302,75,30,17,0
2113,1,2024-09-16,192,50,20,2,0
3013,1,2024-09-16,67,40,16,14,0
3605,1,2024-09-16,60,20,8,8,0
2008,1,2024-09-16,86,40,16,8,0
3048,1,2024-09-16,115,40,16,6,0
3634,1,2024-09-16,141,30,12,55,0
2631,1,2024-09-16,277,75,30,1,0
2685,1,2024-09-16,33,20,8,0,0
2531,1,2024-09-16,364,75,30,6,0
3432,1,2024-09-16,82,20,8,3,0
2494,1,2024-09-16,73,20,8,5,0
2009,1,2024-09-16,197,40,16,5,0
3798,1,2024-09-16,37,30,12,2,0
2193,1,2024-09-16,20,50,20,8,0
2307,1,2024-09-16,30,50,20,23,0
3179,1,2024-09-16,217,75,30,11,0
3136,1,2024-09-16,85,30,12,15,0
2572,1,2024-09-16,0,40,16,4,0
3808,1,2024-09-16,280,75,30,9,0
2295,1,2024-09-16,178,40,16,3,0
3701,1,2024-09-16,103,30,12,7,0
2659,1,2024-09-16,169,40,16,24,150
2314,1,2024-09-16,129,50,20,2,0
2767,1,2024-09-16,191,50,20,0,0
2863,1,2024-09-16,76,40,16,3,150
3555,1,2024-09-16,130,30,12,3,0
3058,1,2024-09-16,329,75,30,15,0
3243,1,2024-09-16,117,40,16,45,0
2005,1,2024-09-16,70,20,8,37,0
3793,1,2024-09-16,138,40,16,0,300
3144,1,2024-09-16,61,20,8,0,0
2202,1,2024-09-16,113,40,16,67,0
2708,1,2024-09-16,124,30,12,10,0
3030,1,2024-09-16,110,40,16,6,0
3404,1,2024-09-16,100,30,12,4,0
2580,1,2024-09-16,63,30,12,11,0
2032,1,2024-09-16,47,20,8,20,0
3097,1,2024-09-16,86,40,16,5,0
3108,1,2024-09-16,53,30,12,0,0
2750,1,2024-09-16,35,40,16,0,0
2906,1,2024-09-16,109,50,20,2,0
3345,1,2024-09-16,66,20,8,4,0
2159,1,2024-09-16,62,30,12,8,0
3581,1,2024-09-16,116,40,16,10,0
2194,1,2024-09-16,188,50,20,21,0
3835,1,2024-09-16,123,40,16,5,0
2047,1,2024-09-16,66,20,8,6,0
2404,1,2024-09-16,296,50,20,10,0
3631,1,2024-09-16,115,30,12,13,150
2914,1,2024-09-16,97,50,20,6,0
2464,1,2024-09-16,181,50,20,0,0
3003,1,2024-09-16,147,30,12,2,200
3272,1,2024-09-16,414,100,40,10,0
3434,1,2024-09-16,73,20,8,81,0
3847,1,2024-09-16,53,20,8,20,300
3424,1,2024-09-16,132,40,16,30,0
2262,1,2024-09-16,172,100,40,14,0
3200,1,2024-09-16,252,100,40,2,0
3326,1,2024-09-16,435,100,40,12,0
3230,1,2024-09-16,81,30,12,15,0
2566,1,2024-09-16,0,50,20,2,0
2358,1,2024-09-16,126,50,20,1,0
2887,1,2024-09-16,113,50,20,58,0
2481,1,2024-09-16,452,75,30,24,0
2740,1,2024-09-16,144,40,16,31,300
2758,1,2024-09-16,37,20,8,30,0
2686,1,2024-09-16,125,75,30,10,0
3659,1,2024-09-16,41,40,16,15,0
3567,1,2024-09-16,109,50,20,10,0
2181,1,2024-09-16,64,20,8,2,100
2511,1,2024-09-16,132,40,16,8,0
2929,1,2024-09-16,143,30,12,1,0
3667,1,2024-09-16,0,75,30,22,0
2981,1,2024-09-16,272,100,40,14,0
2700,1,2024-09-16,128,50,20,18,0
2505,1,2024-09-16,0,50,20,1,200
3541,1,2024-09-16,274,75,30,6,0
2805,1,2024-09-16,324,100,40,44,0
3287,1,2024-09-16,97,30,12,4,0
3288,1,2024-09-16,48,50,20,2,0
2274,1,2024-09-16,89,20,8,24,0
3780,1,2024-09-16,170,40,16,2,0
2832,1,2024-09-16,75,30,12,40,0
3540,1,2024-09-16,225,40,16,21,0
2173,1,2024-09-16,125,30,12,3,0
2271,1,2024-09-16,10,40,16,12,0
2613,1,2024-09-16,243,50,20,6,300
3137,1,2024-09-16,165,40,16,15,0
2339,1,2024-09-16,266,75,30,16,0
3322,1,2024-09-16,116,30,12,26,0
3604,1,2024-09-16,120,30,12,12,0
2163,1,2024-09-16,124,30,12,5,0
2666,1,2024-09-16,142,40,16,12,0
2176,1,2024-09-16,44,20,8,51,0
2848,1,2024-09-16,49,30,12,8,0
3210,1,2024-09-16,112,20,8,20,0
2055,1,2024-09-16,68,40,16,4,200
3352,1,2024-09-16,312,100,40,58,0
3674,1,2024-09-16,106,20,8,3,0
3313,1,2024-09-16,47,20,8,4,0
3138,1,2024-09-16,66,50,20,0,0
2724,1,2024-09-16,201,50,20,2,0
3076,1,2024-09-16,139,40,16,17,0
3636,1,2024-09-16,191,40,16,7,0
3836,1,2024-09-16,47,20,8,11,100
2313,1,2024-09-16,117,30,12,1,0
2822,1,2024-09-16,91,50,20,45,50
2570,1,2024-09-16,142,75,30,18,200
2179,1,2024-09-16,108,75,30,10,0
3083,1,2024-09-16,166,75,30,5,0
3754,1,2024-09-16,189,40,16,4,0
3119,1,2024-09-16,165,30,12,6,0
3128,1,2024-09-16,92,30,12,36,0
3739,1,2024-09-16,92,50,20,12,0
2891,1,2024-09-16,110,40,16,14,0
3246,1,2024-09-16,157,50,20,20,0
2628,1,2024-09-16,128,30,12,8,0
3177,1,2024-09-16,70,30,12,31,0
2234,1,2024-09-16,110,20,8,13,0
3222,1,2024-09-16,232,75,30,6,0
2116,1,2024-09-16,74,30,12,0,200
3646,1,2024-09-16,43,20,8,9,0
3503,1,2024-09-16,51,40,16,22,0
3632,1,2024-09-16,179,40,16,0,0
3805,1,2024-09-16,237,50,20,20,0
3123,1,2024-09-16,93,30,12,5,300
3337,1,2024-09-16,53,20,8,22,0
2231,1,2024-09-16,116,20,8,12,0
2050,1,2024-09-16,13,40,16,23,0
2640,1,2024-09-16,213,75,30,4,0
3726,1,2024-09-16,127,40,16,15,0
3215,1,2024-09-16,47,30,12,7,0
3402,1,2024-09-16,444,100,40,1,0
2148,1,2024-09-16,141,30,12,0,0
2081,1,2024-09-16,69,40,16,2,0
2315,1,2024-09-16,130,30,12,21,0
2232,1,2024-09-16,60,30,12,16,0
2964,1,2024-09-16,45,20,8,5,0
3234,1,2024-09-16,125,75,30,4,0
2013,1,2024-09-16,99,50,20,0,0
2111,1,2024-09-16,304,75,30,6,0
2439,1,2024-09-16,94,30,12,4,0
3191,1,2024-09-16,406,75,30,17,0
2351,1,2024-09-16,304,50,20,26,0
3271,1,2024-09-16,47,40,16,32,0
3072,1,2024-09-16,10,30,12,11,0
2760,1,2024-09-16,109,30,12,0,100
3794,1,2024-09-16,135,40,16,11,0
3264,1,2024-09-16,126,40,16,8,0
3505,1,2024-09-16,78,20,8,3,0
3679,1,2024-09-16,146,50,20,15,0
2461,1,2024-09-16,85,30,12,26,0
2819,1,2024-09-16,67,20,8,14,0
2665,1,2024-09-16,199,75,30,15,0
3759,1,2024-09-16,164,50,20,33,0
2371,1,2024-09-16,92,40,16,4,0
2221,1,2024-09-16,133,50,20,11,0
2915,1,2024-09-16,0,30,12,10,0
2318,1,2024-09-16,196,40,16,14,0
3708,1,2024-09-16,389,100,40,3,0
3255,1,2024-09-16,9,30,12,2,100
2254,1,2024-09-16,212,40,16,38,300
2982,1,2024-09-16,154,40,16,24,0
2316,1,2024-09-16,186,40,16,13,50
3334,1,2024-09-16,271,50,20,5,0
3182,1,2024-09-16,244,50,20,25,0
2818,1,2024-09-16,166,30,12,18,0
3493,1,2024-09-16,165,75,30,2,150
2681,1,2024-09-16,28,30,12,3,0
2880,1,2024-09-16,222,100,40,4,200
2400,1,2024-09-16,158,40,16,62,0
3238,1,2024-09-16,137,40,16,0,150
3753,1,2024-09-16,70,40,16,9,0
2594,1,2024-09-16,99,40,16,3,0
2585,1,2024-09-16,87,40,16,2,0
2482,1,2024-09-16,92,50,20,19,0
2058,1,2024-09-16,118,30,12,13,200
3164,1,2024-09-16,131,40,16,9,0
2961,1,2024-09-16,245,40,16,30,0
3399,1,2024-09-16,13,20,8,19,0
2584,1,2024-09-16,710,100,40,53,0
2968,1,2024-09-16,104,40,16,15,0
2002,1,2024-09-16,81,40,16,2,0
3273,1,2024-09-16,144,40,16,0,0
3628,1,2024-09-16,45,20,8,22,0
3429,1,2024-09-16,174,40,16,0,0
2960,1,2024-09-16,194,40,16,4,0
3364,1,2024-09-16,115,50,20,4,150
3552,1,2024-09-16,83,20,8,5,0
2761,1,2024-09-16,139,40,16,2,0
2589,1,2024-09-16,120,40,16,1,0
2963,1,2024-09-16,103,40,16,10,0
3433,1,2024-09-16,77,30,12,17,0
2783,1,2024-09-16,107,50,20,23,0
3423,1,2024-09-16,147,40,16,1,0
2352,1,2024-09-16,68,30,12,1,0
3680,1,2024-09-16,82,40,16,2,150
2639,1,2024-09-16,58,20,8,13,0
3663,1,2024-09-16,176,75,30,5,0
2322,1,2024-09-16,56,20,8,10,150
3176,1,2024-09-16,79,75,30,3,0
2246,1,2024-09-16,104,75,30,5,0
2444,1,2024-09-16,179,30,12,9,0
3012,1,2024-09-16,8,30,12,34,300
2419,1,2024-09-16,43,20,8,21,0
3698,1,2024-09-16,209,40,16,9,0
2814,1,2024-09-16,160,75,30,8,300
2261,1,2024-09-16,160,30,12,14,0
2118,1,2024-09-16,115,30,12,62,0
2995,1,2024-09-16,409,75,30,0,0
2669,1,2024-09-16,53,30,12,61,300
2504,1,2024-09-16,34,20,8,0,0
3579,1,2024-09-16,9,50,20,14,0
2556,1,2024-09-16,134,30,12,10,0
2722,1,2024-09-16,68,30,12,23,200
2695,1,2024-09-16,101,30,12,12,0
3796,1,2024-09-16,164,40,16,1,0
3415,1,2024-09-16,88,30,12,0,0
2115,1,2024-09-16,39,75,30,7,0
3447,1,2024-09-16,67,30,12,0,50
2927,1,2024-09-16,106,30,12,1,0
3010,1,2024-09-16,387,75,30,5,0
3519,1,2024-09-16,146,75,30,15,0
2895,1,2024-09-16,123,30,12,0,0
2211,1,2024-09-16,158,30,12,0,0
2186,1,2024-09-16,142,40,16,26,0
3712,1,2024-09-16,231,40,16,25,0
2304,1,2024-09-16,210,40,16,41,0
3080,1,2024-09-16,67,20,8,5,0
2117,1,2024-09-16,176,50,20,46,0
3453,1,2024-09-16,99,40,16,12,0
2478,1,2024-09-16,86,30,12,36,0
3039,1,2024-09-16,-8,20,8,80,0
2447,1,2024-09-16,117,30,12,9,0
3751,1,2024-09-16,23,30,12,7,150
2378,1,2024-09-16,0,30,12,40,0
2917,1,2024-09-16,62,20,8,1,0
2747,1,2024-09-16,115,50,20,15,50
3657,1,2024-09-16,320,75,30,2,0
2078,1,2024-09-16,114,40,16,9,150
3351,1,2024-09-16,82,20,8,11,0
2168,1,2024-09-16,88,40,16,6,0
3009,1,2024-09-16,219,50,20,15,0
3458,1,2024-09-16,169,40,16,11,0
2896,1,2024-09-16,210,50,20,27,300
2156,1,2024-09-16,77,40,16,3,0
