linea_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_pct,total_linea
9017069,5006279,2417,1,14.09,0.0,14.09
9017070,5006280,2105,2,9.93,0.0,19.86
9017071,5006280,2109,2,10.44,20.0,16.7
9017072,5006280,2177,4,0.87,0.0,3.48
9017073,5006281,2218,2,5.98,0.0,11.96
9017074,5006281,3238,1,19.29,0.0,19.29
9017075,5006281,2652,1,19.96,0.0,19.96
9017076,5006282,2087,1,5.2,0.0,5.2
9017077,5006282,2322,3,3.85,0.0,11.55
9017078,5006282,2039,1,1.91,0.0,1.91
9017079,5006282,2309,4,15.04,10.0,54.14
9017080,5006282,3819,1,16.22,5.0,15.41
9017081,5006283,2158,1,11.97,0.0,11.97
9017082,5006283,3628,1,4.82,0.0,4.82
9017083,5006283,2038,5,4.28,0.0,21.4
9017084,5006284,2099,1,22.08,5.0,20.98
9017085,5006284,3479,3,4.55,0.0,13.65
9017086,5006285,2609,1,10.68,0.0,10.68
9017087,5006285,2235,2,6.28,0.0,12.56
9017088,5006286,2218,4,5.98,0.0,23.92
9017089,5006287,3637,3,18.72,0.0,56.16
9017090,5006287,2195,2,11.63,5.0,22.1
9017091,5006287,2147,1,24.36,5.0,23.14
9017092,5006288,2503,2,6.99,0.0,13.98
9017093,5006288,2240,2,11.83,0.0,23.66
9017094,5006289,2247,2,12.95,0.0,25.9
9017095,5006289,2005,1,2.08,10.0,1.87
9017096,5006289,2250,2,20.86,0.0,41.72
9017097,5006290,2112,1,5.99,20.0,4.79
9017098,5006291,2333,2,9.89,20.0,15.82
9017099,5006292,2345,4,19.25,5.0,73.15
9017100,5006292,2161,2,19.19,0.0,38.38
9017101,5006292,2590,1,11.7,0.0,11.7
9017102,5006292,2174,3,24.52,0.0,73.56
9017103,5006292,2534,2,4.84,0.0,9.68
9017104,5006292,2223,6,8.84,0.0,53.04
9017105,5006292,2114,1,6.47,15.0,5.5
9017106,5006292,2184,2,2.3,0.0,4.6
9017107,5006292,2023,2,4.64,10.0,8.35
9017108,5006293,2168,1,14.02,5.0,13.32
9017109,5006294,2197,3,16.06,10.0,43.36
9017110,5006295,2194,1,24.19,10.0,21.77
9017111,5006295,2118,2,18.71,15.0,31.81
9017112,5006295,2032,1,4.65,0.0,4.65
9017113,5006295,2291,3,6.63,0.0,19.89
9017114,5006296,2237,1,21.66,15.0,18.41
9017115,5006296,2242,1,24.56,0.0,24.56
9017116,5006296,2338,1,19.16,20.0,15.33
9017117,5006296,2248,1,24.99,0.0,24.99
9017118,5006297,2328,3,23.24,10.0,62.75
9017119,5006298,2044,1,12.22,15.0,10.39
9017120,5006299,2278,3,1.34,5.0,3.82
9017121,5006300,2088,2,2.37,0.0,4.74
9017122,5006301,2152,5,21.56,0.0,107.8
9017123,5006302,2260,3,22.68,5.0,64.64
9017124,5006303,2323,5,1.78,20.0,7.12
9017125,5006304,2355,3,14.11,0.0,42.33
9017126,5006305,2056,1,10.74,10.0,9.67
9017127,5006306,2205,1,21.52,5.0,20.44
9017128,5006307,2064,2,14.86,5.0,28.23
9017129,5006307,3358,2,21.67,20.0,34.67
9017130,5006307,2123,6,21.4,5.0,121.98
9017131,5006307,3708,3,6.84,0.0,20.52
9017132,5006307,2994,1,12.53,0.0,12.53
9017133,5006307,3509,3,2.89,5.0,8.24
9017134,5006307,2166,2,15.81,5.0,30.04
9017135,5006307,2324,4,10.46,0.0,41.84
9017136,5006308,2114,3,6.47,10.0,17.47
9017137,5006308,2457,1,3.6,0.0,3.6
9017138,5006309,2083,1,14.16,0.0,14.16
9017139,5006310,2314,2,10.61,5.0,20.16
9017140,5006311,2011,2,15.76,0.0,31.52
9017141,5006312,2143,2,10.91,0.0,21.82
9017142,5006312,2285,1,24.63,15.0,20.94
9017143,5006313,3523,3,16.64,0.0,49.92
9017144,5006314,3319,6,23.95,0.0,143.7
9017145,5006315,2104,1,1.43,0.0,1.43
9017146,5006315,2274,1,15.25,5.0,14.49
9017147,5006315,2266,4,9.24,25.0,27.72
9017148,5006315,2050,2,1.68,0.0,3.36
9017149,5006316,2884,1,16.49,5.0,15.67
9017150,5006316,2282,4,5.39,0.0,21.56
9017151,5006316,2087,3,5.2,0.0,15.6
9017152,5006316,2105,3,9.93,0.0,29.79
9017153,5006316,2285,2,24.63,0.0,49.26
9017154,5006316,2310,3,20.48,20.0,49.15
9017155,5006316,2079,3,4.27,15.0,10.89
9017156,5006317,2085,1,5.25,5.0,4.99
9017157,5006317,2672,1,19.59,0.0,19.59
9017158,5006317,2284,2,17.93,0.0,35.86
9017159,5006317,2195,1,11.63,0.0,11.63
9017160,5006317,2103,1,17.14,5.0,16.28
9017161,5006318,2211,2,9.82,5.0,18.66
9017162,5006318,2289,3,19.3,0.0,57.9
9017163,5006319,2182,2,4.65,0.0,9.3
9017164,5006320,2090,2,5.87,0.0,11.74
9017165,5006320,3590,3,1.37,10.0,3.7
9017166,5006321,2300,1,23.37,5.0,22.2
9017167,5006322,2319,2,7.54,0.0,15.08
9017168,5006322,2205,1,21.52,5.0,20.44
9017169,5006322,2313,2,1.26,0.0,2.52
9017170,5006322,2115,1,5.85,10.0,5.26
9017171,5006322,2012,2,6.44,0.0,12.88
9017172,5006323,2464,2,2.18,0.0,4.36
9017173,5006324,2003,1,11.34,15.0,9.64
9017174,5006325,2072,1,1.36,20.0,1.09
9017175,5006326,2079,4,4.27,20.0,13.66
9017176,5006327,2079,3,4.27,0.0,12.81
9017177,5006327,2794,3,4.89,5.0,13.94
9017178,5006327,2345,1,19.25,15.0,16.36
9017179,5006328,2345,2,19.25,10.0,34.65
9017180,5006329,2215,2,2.77,0.0,5.54
9017181,5006329,2269,1,5.43,10.0,4.89
9017182,5006330,2173,3,8.95,15.0,22.82
9017183,5006330,2244,5,2.1,0.0,10.5
9017184,5006330,2265,2,10.06,0.0,20.12
9017185,5006331,2152,4,21.56,10.0,77.62
9017186,5006332,2029,1,11.07,10.0,9.96
9017187,5006332,2173,1,8.95,0.0,8.95
9017188,5006332,2183,1,6.18,10.0,5.56
9017189,5006332,2222,5,18.64,5.0,88.54
9017190,5006333,2191,4,2.7,5.0,10.26
9017191,5006333,2040,3,12.38,0.0,37.14
9017192,5006333,3535,4,17.12,0.0,68.48
9017193,5006334,3769,1,24.74,0.0,24.74
9017194,5006334,2162,1,16.04,5.0,15.24
9017195,5006335,2316,1,11.75,0.0,11.75
9017196,5006336,2097,1,22.51,0.0,22.51
9017197,5006336,2040,1,12.38,0.0,12.38
9017198,5006337,2323,1,1.78,0.0,1.78
9017199,5006337,2070,5,5.16,5.0,24.51
9017200,5006338,2489,1,13.46,20.0,10.77
9017201,5006339,2270,1,24.72,0.0,24.72
9017202,5006339,2185,1,11.68,0.0,11.68
9017203,5006339,2191,2,2.7,25.0,4.05
9017204,5006340,3233,4,17.15,0.0,68.6
9017205,5006340,2222,1,18.64,25.0,13.98
9017206,5006341,2278,3,1.34,0.0,4.02
9017207,5006341,2251,1,9.42,10.0,8.48
9017208,5006342,3237,1,16.61,5.0,15.78
9017209,5006342,2262,3,3.21,5.0,9.15
9017210,5006343,3480,2,20.48,10.0,36.86
9017211,5006344,2067,4,4.67,10.0,16.81
9017212,5006345,2149,1,3.29,0.0,3.29
9017213,5006346,2407,2,11.23,5.0,21.34
9017214,5006346,2221,1,23.07,0.0,23.07
9017215,5006346,2037,1,0.89,0.0,0.89
9017216,5006347,2337,3,11.64,0.0,34.92
9017217,5006348,2320,3,23.88,0.0,71.64
9017218,5006349,3459,1,16.99,0.0,16.99
9017219,5006350,2180,3,11.12,0.0,33.36
9017220,5006350,3845,2,11.87,20.0,18.99
9017221,5006350,3514,1,17.78,0.0,17.78
9017222,5006350,2120,5,3.88,15.0,16.49
9017223,5006350,2224,4,22.13,0.0,88.52
9017224,5006350,2019,1,6.77,0.0,6.77
9017225,5006351,2034,3,5.19,0.0,15.57
9017226,5006352,2573,2,20.09,0.0,40.18
9017227,5006352,2134,3,20.0,0.0,60.0
9017228,5006353,2352,2,6.23,0.0,12.46
9017229,5006353,2005,1,2.08,0.0,2.08
9017230,5006354,3016,3,19.65,5.0,56.0
9017231,5006354,3653,1,22.84,0.0,22.84
9017232,5006354,2310,2,20.48,0.0,40.96
9017233,5006354,2234,3,2.36,20.0,5.66
9017234,5006354,2136,1,17.82,5.0,16.93
9017235,5006354,3408,5,1.23,0.0,6.15
9017236,5006354,2091,3,8.37,0.0,25.11
9017237,5006354,2703,2,5.65,20.0,9.04
9017238,5006355,2162,1,16.04,0.0,16.04
9017239,5006355,3430,2,16.42,0.0,32.84
9017240,5006355,2964,1,21.86,0.0,21.86
9017241,5006356,2022,1,4.67,0.0,4.67
9017242,5006356,2267,1,3.76,5.0,3.57
9017243,5006356,2031,3,7.29,0.0,21.87
9017244,5006356,2749,2,1.02,0.0,2.04
9017245,5006356,2194,2,24.19,0.0,48.38
9017246,5006356,2315,2,13.2,0.0,26.4
9017247,5006357,2913,2,8.72,5.0,16.57
9017248,5006358,2110,1,11.88,0.0,11.88
9017249,5006359,2190,2,22.62,5.0,42.98
9017250,5006359,2165,2,16.6,0.0,33.2
9017251,5006360,2240,1,11.83,0.0,11.83
9017252,5006361,2114,1,6.47,0.0,6.47
9017253,5006361,2072,6,1.36,0.0,8.16
9017254,5006361,2259,1,22.97,0.0,22.97
9017255,5006361,2016,4,3.11,10.0,11.2
9017256,5006362,2091,3,8.37,0.0,25.11
9017257,5006362,2149,1,3.29,0.0,3.29
9017258,5006362,2380,1,14.31,0.0,14.31
9017259,5006362,2064,1,14.86,10.0,13.37
9017260,5006363,2214,3,8.15,0.0,24.45
9017261,5006364,2826,3,11.74,0.0,35.22
9017262,5006365,2266,4,9.24,0.0,36.96
9017263,5006365,3555,1,9.04,15.0,7.68
9017264,5006366,2507,4,4.66,20.0,14.91
9017265,5006366,2556,4,17.07,15.0,58.04
9017266,5006366,2293,0,21.13,25.0,31.7
9017267,5006367,2312,1,4.67,0.0,4.67
9017268,5006367,2828,2,16.14,0.0,32.28
9017269,5006367,2191,1,2.7,10.0,2.43
9017270,5006367,3025,1,22.62,10.0,20.36
9017271,5006367,3484,3,16.59,5.0,47.28
9017272,5006368,2324,1,10.46,0.0,10.46
9017273,5006369,2164,1,11.63,20.0,9.3
9017274,5006370,2236,4,11.86,0.0,47.44
9017275,5006370,2338,4,19.16,20.0,61.31
9017276,5006371,2205,1,21.52,5.0,20.44
9017277,5006372,2086,1,8.74,15.0,7.43
9017278,5006373,3137,3,6.36,0.0,19.08
9017279,5006373,2300,3,23.37,0.0,70.11
9017280,5006373,2184,2,2.3,15.0,3.91
9017281,5006373,2948,2,17.08,5.0,32.45
9017282,5006373,2202,3,1.97,5.0,5.61
9017283,5006373,2041,1,7.91,5.0,7.51
9017284,5006373,2156,1,10.91,25.0,8.18
9017285,5006373,2114,2,6.47,20.0,10.35
9017286,5006373,2080,3,10.53,0.0,31.59
9017287,5006373,2321,5,16.56,5.0,78.66
9017288,5006374,2025,2,8.44,0.0,16.88
9017289,5006375,2351,2,11.43,0.0,22.86
9017290,5006376,2160,2,24.06,5.0,45.71
9017291,5006377,2068,3,4.98,0.0,14.94
9017292,5006377,2202,2,1.97,0.0,3.94
9017293,5006378,2599,1,16.91,0.0,16.91
9017294,5006378,2365,1,0.89,0.0,0.89
9017295,5006378,2312,1,4.67,15.0,3.97
9017296,5006378,2112,1,5.99,15.0,5.09
9017297,5006379,2184,1,2.3,0.0,2.3
9017298,5006379,2259,1,22.97,0.0,22.97
9017299,5006380,2099,2,22.08,25.0,33.12
9017300,5006380,2007,1,2.51,0.0,2.51
9017301,5006380,2094,1,3.08,0.0,3.08
9017302,5006380,2668,1,2.06,0.0,2.06
9017303,5006380,2067,2,4.67,15.0,7.94
9017304,5006380,2008,2,9.09,10.0,16.36
9017305,5006380,2232,1,20.87,0.0,20.87
9017306,5006381,2174,2,24.52,0.0,49.04
9017307,5006381,2295,2,16.22,15.0,27.57
9017308,5006381,2089,3,2.98,5.0,8.49
9017309,5006381,2225,1,12.39,0.0,12.39
9017310,5006381,2019,5,6.77,0.0,33.85
9017311,5006382,2040,1,12.38,0.0,12.38
9017312,5006383,2196,2,12.04,0.0,24.08
9017313,5006384,2102,2,16.66,0.0,33.32
9017314,5006384,2161,2,19.19,20.0,30.7
9017315,5006384,2089,1,2.98,10.0,2.68
9017316,5006384,2120,2,3.88,5.0,7.37
9017317,5006385,2298,1,13.11,0.0,13.11
9017318,5006385,2294,3,16.44,0.0,49.32
9017319,5006386,2250,3,20.86,0.0,62.58
9017320,5006386,3119,2,17.5,10.0,31.5
9017321,5006386,2070,5,5.16,0.0,25.8
9017322,5006386,2184,1,2.3,15.0,1.95
9017323,5006386,2320,3,23.88,5.0,68.06
9017324,5006387,3180,1,23.03,15.0,19.58
9017325,5006387,2491,5,9.18,0.0,45.9
9017326,5006387,2233,1,13.33,0.0,13.33
9017327,5006388,2224,5,22.13,10.0,99.58
9017328,5006388,2041,1,7.91,5.0,7.51
9017329,5006388,2158,1,11.97,10.0,10.77
9017330,5006389,2081,1,7.65,0.0,7.65
9017331,5006389,2002,2,4.87,5.0,9.25
9017332,5006390,2052,1,1.68,5.0,1.6
9017333,5006390,2179,3,21.86,0.0,65.58
9017334,5006391,2147,1,24.36,0.0,24.36
9017335,5006391,2079,2,4.27,0.0,8.54
9017336,5006391,2302,2,14.78,0.0,29.56
9017337,5006391,2067,3,4.67,5.0,13.31
9017338,5006392,2268,2,15.97,10.0,28.75
9017339,5006392,2358,3,10.01,0.0,30.03
9017340,5006393,2131,5,19.28,20.0,77.12
9017341,5006393,2295,1,16.22,0.0,16.22
9017342,5006393,2341,1,22.51,5.0,21.38
9017343,5006394,2213,3,22.25,0.0,66.75
9017344,5006394,2338,1,19.16,15.0,16.29
9017345,5006394,3117,1,21.85,10.0,19.67
9017346,5006395,2152,4,21.56,20.0,68.99
9017347,5006395,2147,4,24.36,0.0,97.44
9017348,5006395,3429,2,2.23,10.0,4.01
9017349,5006396,2238,1,20.0,0.0,20.0
9017350,5006397,2039,4,1.91,15.0,6.49
9017351,5006397,2121,2,13.78,0.0,27.56
9017352,5006398,2324,2,10.46,20.0,16.74
9017353,5006398,2199,1,11.6,5.0,11.02
9017354,5006398,3455,6,12.65,5.0,72.11
9017355,5006399,2369,1,21.05,0.0,21.05
9017356,5006400,3348,3,3.2,0.0,9.6
9017357,5006400,2110,1,11.88,0.0,11.88
9017358,5006400,3429,1,2.23,0.0,2.23
9017359,5006401,2324,1,10.46,5.0,9.94
9017360,5006401,2060,1,3.54,5.0,3.36
9017361,5006402,3728,4,19.3,0.0,77.2
9017362,5006402,2128,1,12.01,5.0,11.41
9017363,5006402,2167,1,3.46,0.0,3.46
9017364,5006402,2344,2,23.39,0.0,46.78
9017365,5006403,2308,3,15.34,0.0,46.02
9017366,5006404,2200,1,22.18,0.0,22.18
9017367,5006404,2213,1,22.25,0.0,22.25
9017368,5006405,2016,2,3.11,0.0,6.22
9017369,5006406,2084,4,4.98,5.0,18.92
9017370,5006406,2264,4,13.32,0.0,53.28
9017371,5006406,2295,5,16.22,0.0,81.1
9017372,5006407,2756,5,7.96,0.0,39.8
9017373,5006408,2036,1,14.73,15.0,12.52
9017374,5006408,2165,1,16.6,5.0,15.77
9017375,5006408,2114,3,6.47,0.0,19.41
9017376,5006409,2068,1,4.98,5.0,4.73
9017377,5006409,2340,6,4.52,0.0,27.12
9017378,5006410,2190,1,22.62,5.0,21.49
9017379,5006411,2121,1,13.78,0.0,13.78
9017380,5006411,2351,2,11.43,0.0,22.86
9017381,5006411,2334,2,6.9,0.0,13.8
9017382,5006411,2865,2,21.51,15.0,36.57
9017383,5006411,2109,1,10.44,0.0,10.44
9017384,5006412,2079,4,4.27,10.0,15.37
9017385,5006412,2029,1,11.07,5.0,10.52
9017386,5006413,2202,1,1.97,0.0,1.97
9017387,5006414,2206,1,3.72,0.0,3.72
9017388,5006415,2111,5,7.44,10.0,33.48
9017389,5006416,2362,2,10.21,25.0,15.32
9017390,5006417,3679,2,2.13,10.0,3.83
9017391,5006417,2055,2,13.03,5.0,24.76
9017392,5006418,2205,1,21.52,0.0,21.52
9017393,5006418,2032,2,4.65,0.0,9.3
9017394,5006418,2198,1,23.67,0.0,23.67
9017395,5006418,2048,2,1.58,5.0,3.0
9017396,5006419,2201,1,5.81,5.0,5.52
9017397,5006419,2052,2,1.68,0.0,3.36
9017398,5006419,2046,1,10.6,0.0,10.6
9017399,5006419,2257,1,1.79,0.0,1.79
9017400,5006419,2059,2,5.82,5.0,11.06
9017401,5006419,2342,3,14.18,25.0,31.88
9017402,5006419,2117,1,15.5,0.0,15.5
9017403,5006420,2043,1,15.44,0.0,15.44
9017404,5006420,2323,6,1.78,0.0,10.68
9017405,5006420,2207,3,1.77,0.0,5.31
9017406,5006420,2295,1,16.22,20.0,12.98
9017407,5006421,2128,4,12.01,5.0,45.64
9017408,5006421,2358,1,10.01,0.0,10.01
9017409,5006421,2128,1,12.01,0.0,12.01
9017410,5006421,2015,1,10.37,0.0,10.37
9017411,5006421,2221,1,23.07,10.0,20.76
9017412,5006421,2089,2,2.98,0.0,5.96
9017413,5006421,2281,2,22.87,25.0,34.3
9017414,5006422,2929,3,22.49,10.0,60.72
9017415,5006423,2064,3,14.86,5.0,42.35
9017416,5006423,2137,1,11.88,15.0,10.1
9017417,5006423,3093,2,21.4,5.0,40.66
9017418,5006423,2448,5,16.12,20.0,64.48
9017419,5006423,2225,2,12.39,20.0,19.82
9017420,5006424,2321,1,16.56,25.0,12.42
9017421,5006425,2108,1,10.79,0.0,10.79
9017422,5006425,2346,2,9.69,10.0,17.44
9017423,5006426,3435,4,9.04,10.0,32.54
9017424,5006426,2311,1,15.11,5.0,14.35
9017425,5006426,2359,1,1.75,5.0,1.66
9017426,5006426,2003,6,11.34,15.0,57.83
9017427,5006426,2219,6,20.27,5.0,115.54
9017428,5006427,2300,2,23.37,10.0,42.07
9017429,5006427,2256,1,22.67,0.0,22.67
9017430,5006427,2058,2,15.75,0.0,31.5
9017431,5006427,2320,1,23.88,0.0,23.88
9017432,5006428,2089,1,2.98,10.0,2.68
9017433,5006429,3680,1,7.45,10.0,6.71
9017434,5006429,2123,2,21.4,5.0,40.66
9017435,5006429,2102,2,16.66,5.0,31.65
9017436,5006430,2301,1,22.03,10.0,19.83
9017437,5006431,2862,2,7.58,10.0,13.64
9017438,5006431,2330,2,16.37,5.0,31.1
9017439,5006432,3697,1,1.2,0.0,1.2
9017440,5006432,2354,3,10.62,0.0,31.86
9017441,5006432,2362,2,10.21,10.0,18.38
9017442,5006433,2166,1,15.81,20.0,12.65
9017443,5006434,2906,2,17.28,20.0,27.65
9017444,5006435,2202,1,1.97,0.0,1.97
9017445,5006435,3349,2,23.73,15.0,40.34
9017446,5006435,2121,2,13.78,15.0,23.43
9017447,5006436,3526,2,14.92,5.0,28.35
9017448,5006436,2269,1,5.43,0.0,5.43
9017449,5006437,2156,1,10.91,5.0,10.36
9017450,5006438,2268,1,15.97,10.0,14.37
9017451,5006438,3539,1,11.79,5.0,11.2
9017452,5006438,2144,1,6.14,10.0,5.53
9017453,5006438,2256,3,22.67,0.0,68.01
9017454,5006438,2079,3,4.27,0.0,12.81
9017455,5006438,2009,3,14.23,20.0,34.15
9017456,5006438,2048,1,1.58,25.0,1.19
9017457,5006438,2325,6,8.36,0.0,50.16
9017458,5006438,3239,2,23.99,0.0,47.98
9017459,5006439,2109,2,10.44,0.0,20.88
9017460,5006440,2156,3,10.91,0.0,32.73
9017461,5006440,2225,1,12.39,15.0,10.53
9017462,5006440,2016,4,3.11,0.0,12.44
9017463,5006440,2201,2,5.81,15.0,9.88
9017464,5006440,2048,3,1.58,10.0,4.27
9017465,5006440,3137,2,6.36,0.0,12.72
9017466,5006441,2357,1,20.23,0.0,20.23
9017467,5006441,2007,3,2.51,5.0,7.15
9017468,5006442,2114,6,6.47,0.0,38.82
9017469,5006442,2064,1,14.86,0.0,14.86
9017470,5006442,3457,1,5.28,0.0,5.28
9017471,5006443,2097,1,22.51,5.0,21.38
9017472,5006444,2362,1,10.21,5.0,9.7
9017473,5006444,2080,1,10.53,10.0,9.48
9017474,5006445,2534,6,4.84,5.0,27.59
9017475,5006446,2106,2,9.41,10.0,16.94
9017476,5006446,2087,5,5.2,0.0,26.0
9017477,5006446,2179,2,21.86,0.0,43.72
9017478,5006446,2269,2,5.43,0.0,10.86
9017479,5006447,2074,3,9.75,0.0,29.25
9017480,5006448,3019,2,12.65,0.0,25.3
9017481,5006449,2143,2,10.91,0.0,21.82
9017482,5006450,2250,1,20.86,0.0,20.86
9017483,5006450,2295,1,16.22,15.0,13.79
9017484,5006450,2279,1,17.13,10.0,15.42
9017485,5006450,2120,1,3.88,0.0,3.88
9017486,5006451,2024,1,6.74,0.0,6.74
9017487,5006451,2216,1,16.91,0.0,16.91
9017488,5006451,2082,3,8.87,5.0,25.28
9017489,5006451,2131,4,19.28,0.0,77.12
9017490,5006452,2141,4,18.13,0.0,72.52
9017491,5006453,2200,2,22.18,0.0,44.36
9017492,5006453,2108,4,10.79,5.0,41.0
9017493,5006453,3616,1,8.2,10.0,7.38
9017494,5006453,2290,1,4.52,0.0,4.52
9017495,5006454,2093,2,0.64,10.0,1.15
9017496,5006454,3400,1,12.6,5.0,11.97
9017497,5006455,3622,2,18.69,10.0,33.64
9017498,5006455,2229,1,13.54,20.0,10.83
9017499,5006455,2245,1,8.66,5.0,8.23
9017500,5006455,2351,2,11.43,10.0,20.57
9017501,5006456,2966,5,3.0,0.0,15.0
9017502,5006457,2245,6,8.66,0.0,51.96
9017503,5006457,2117,3,15.5,0.0,46.5
9017504,5006457,2300,2,23.37,0.0,46.74
9017505,5006458,2016,4,3.11,0.0,12.44
9017506,5006458,3135,3,1.93,0.0,5.79
9017507,5006458,2315,3,13.2,10.0,35.64
9017508,5006458,2016,3,3.11,10.0,8.4
9017509,5006458,2027,4,9.77,15.0,33.22
9017510,5006458,2598,1,21.99,15.0,18.69
9017511,5006458,2149,3,3.29,10.0,8.88
9017512,5006458,3727,2,13.58,0.0,27.16
9017513,5006458,2025,2,8.44,0.0,16.88
9017514,5006458,2144,2,6.14,20.0,9.82
9017515,5006459,3218,1,11.83,0.0,11.83
9017516,5006459,2189,2,15.7,0.0,31.4
9017517,5006459,2065,2,8.07,25.0,12.11
9017518,5006459,2650,2,13.15,0.0,26.3
9017519,5006460,3597,4,14.52,15.0,49.37
9017520,5006461,2067,1,4.67,0.0,4.67
9017521,5006461,2104,2,1.43,15.0,2.43
9017522,5006462,2133,3,2.35,15.0,5.99
9017523,5006462,2309,3,15.04,20.0,36.1
9017524,5006462,3500,1,19.42,0.0,19.42
9017525,5006462,2926,2,22.25,0.0,44.5
9017526,5006462,2155,1,17.81,0.0,17.81
9017527,5006463,2156,1,10.91,0.0,10.91
9017528,5006463,3208,3,23.08,0.0,69.24
9017529,5006463,2255,2,17.92,20.0,28.67
9017530,5006463,2151,4,15.34,5.0,58.29
9017531,5006463,2214,4,8.15,0.0,32.6
9017532,5006463,2118,1,18.71,0.0,18.71
9017533,5006463,2018,5,4.12,5.0,19.57
9017534,5006464,2270,1,24.72,0.0,24.72
9017535,5006465,2347,1,24.81,0.0,24.81
9017536,5006465,2739,4,23.24,0.0,92.96
9017537,5006466,2309,5,15.04,10.0,67.68
9017538,5006467,2044,1,12.22,0.0,12.22
9017539,5006468,2044,1,12.22,0.0,12.22
9017540,5006468,2092,1,2.01,0.0,2.01
9017541,5006468,2122,3,21.48,10.0,58.0
9017542,5006468,2261,4,3.21,5.0,12.2
9017543,5006468,3825,3,14.57,10.0,39.34
9017544,5006468,3608,6,20.8,0.0,124.8
9017545,5006468,2044,1,12.22,0.0,12.22
9017546,5006469,2241,1,8.37,10.0,7.53
9017547,5006469,2269,5,5.43,0.0,27.15
9017548,5006470,2325,2,8.36,5.0,15.88
9017549,5006470,2339,1,2.4,0.0,2.4
9017550,5006471,2267,2,3.76,0.0,7.52
9017551,5006471,2290,2,4.52,15.0,7.68
9017552,5006471,2173,3,8.95,0.0,26.85
9017553,5006471,3694,2,1.31,0.0,2.62
9017554,5006471,2976,3,13.45,10.0,36.31
9017555,5006472,2042,2,4.67,5.0,8.87
9017556,5006473,2122,2,21.48,20.0,34.37
9017557,5006473,2359,2,1.75,0.0,3.5
9017558,5006474,2190,1,22.62,5.0,21.49
9017559,5006474,2335,2,10.42,0.0,20.84
9017560,5006475,2698,4,24.48,0.0,97.92
9017561,5006476,3133,4,21.55,0.0,86.2
9017562,5006476,2121,2,13.78,0.0,27.56
9017563,5006476,2262,2,3.21,0.0,6.42
9017564,5006476,2309,4,15.04,15.0,51.14
9017565,5006476,2187,1,14.36,5.0,13.64
9017566,5006477,2101,1,20.5,0.0,20.5
9017567,5006478,2310,1,20.48,0.0,20.48
9017568,5006478,2319,1,7.54,5.0,7.16
9017569,5006478,3625,1,2.3,10.0,2.07
9017570,5006478,3697,2,1.2,0.0,2.4
9017571,5006479,2469,2,10.78,10.0,19.4
9017572,5006479,3376,1,16.23,20.0,12.98
9017573,5006479,2061,1,7.09,5.0,6.74
9017574,5006479,3839,2,1.99,0.0,3.98
9017575,5006479,2077,1,10.71,0.0,10.71
9017576,5006479,2296,2,2.28,0.0,4.56
9017577,5006479,2323,2,1.78,10.0,3.2
9017578,5006480,2885,1,13.12,15.0,11.15
9017579,5006481,2169,3,12.7,10.0,34.29
9017580,5006481,2034,2,5.19,15.0,8.82
9017581,5006481,2168,1,14.02,0.0,14.02
9017582,5006481,3308,3,7.23,0.0,21.69
9017583,5006481,2036,1,14.73,20.0,11.78
9017584,5006481,2105,1,9.93,10.0,8.94
9017585,5006481,2046,3,10.6,5.0,30.21
9017586,5006482,2081,4,7.65,20.0,24.48
9017587,5006483,2028,1,15.93,5.0,15.13
9017588,5006483,2171,2,7.26,0.0,14.52
9017589,5006483,2122,1,21.48,0.0,21.48
9017590,5006484,2299,5,1.73,0.0,8.65
9017591,5006484,2005,1,2.08,20.0,1.66
9017592,5006484,2805,5,1.69,15.0,7.18
9017593,5006485,3291,1,14.95,0.0,14.95
9017594,5006485,2334,1,6.9,0.0,6.9
9017595,5006486,2170,3,11.68,0.0,35.04
9017596,5006486,3793,1,8.3,5.0,7.89
9017597,5006487,2136,2,17.82,5.0,33.86
9017598,5006487,2082,1,8.87,0.0,8.87
9017599,5006487,2010,1,1.66,5.0,1.58
9017600,5006487,2342,1,14.18,0.0,14.18
9017601,5006487,2146,5,7.75,0.0,38.75
9017602,5006487,2152,1,21.56,0.0,21.56
9017603,5006487,2294,2,16.44,0.0,32.88
9017604,5006487,2110,2,11.88,15.0,20.2
9017605,5006488,2013,1,6.29,5.0,5.98
9017606,5006488,3463,1,11.21,0.0,11.21
9017607,5006488,2091,5,8.37,0.0,41.85
9017608,5006489,3489,1,4.68,0.0,4.68
9017609,5006490,2270,2,24.72,0.0,49.44
9017610,5006490,2449,5,21.58,0.0,107.9
9017611,5006491,2205,1,21.52,0.0,21.52
9017612,5006491,3358,2,21.67,0.0,43.34
9017613,5006491,2032,1,4.65,0.0,4.65
9017614,5006491,2016,2,3.11,0.0,6.22
9017615,5006491,2278,2,1.34,5.0,2.55
9017616,5006491,2305,2,19.22,20.0,30.75
9017617,5006492,2363,1,8.05,0.0,8.05
9017618,5006492,2095,5,7.18,0.0,35.9
9017619,5006492,2192,3,20.84,0.0,62.52
9017620,5006492,2021,1,14.21,0.0,14.21
9017621,5006492,2323,1,1.78,5.0,1.69
9017622,5006492,2029,3,11.07,0.0,33.21
9017623,5006492,2744,2,19.91,0.0,39.82
9017624,5006493,2277,4,9.39,5.0,35.68
9017625,5006493,3491,1,8.76,0.0,8.76
9017626,5006493,2281,1,22.87,0.0,22.87
